budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,status,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]",58051,hi,Housefull,0.12082,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2010-04-30,0,135,Released,Housefull,5.2,29
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]",14877,en,September Dawn,3.646848,"[{""name"": ""September Dawn"", ""id"": 2987}, {""name"": ""Voice Pictures"", ""id"": 2988}, {""name"": ""Black Diamond Pictures"", ""id"": 73675}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2007-05-17,0,110,Released,September Dawn,5,16
12000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",96399,en,For Greater Glory - The True Story of Cristiada,5.759545,"[{""name"": ""Dos Corazones"", ""id"": 41537}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2012-06-01,9622846,145,Released,For Greater Glory - The True Story of Cristiada,6.4,35
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",304410,fr,La Famille Bélier,25.302978,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Mars Films"", ""id"": 819}, {""name"": ""Nexus Factory"", ""id"": 7561}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Jerico"", ""id"": 19491}, {""name"": ""Vend\u00f4me Production"", ""id"": 23291}, {""name"": ""Quarante 12 Films"", ""id"": 67186}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2014-12-17,0,105,Released,The Bélier Family,7,766
10000000,"[{""id"": 18, ""name"": ""Drama""}]",489,en,Good Will Hunting,43.734886,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Be Gentlemen Limited Partnership"", ""id"": 23201}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-12-05,225933435,126,Released,Good Will Hunting,7.9,2811
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",373314,en,Misconduct,10.016909,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mike and Marty Productions"", ""id"": 59367}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-05,0,106,Released,Misconduct,5.3,149
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",214,en,Saw III,33.124871,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Evolution Entertainment"", ""id"": 23019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-27,163876815,108,Released,Saw III,6.1,1071
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10890,en,Stripes,10.892398,"[{""name"": ""Columbia Pictures Industries"", ""id"": 5848}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-06-25,85300000,106,Released,Stripes,6.5,249
28000000,"[{""id"": 35, ""name"": ""Comedy""}]",1588,en,Bring It On,14.754281,"[{""name"": ""Beacon Communications"", ""id"": 919}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-25,90449929,98,Released,Bring It On,5.8,568
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",316727,en,The Purge: Election Year,53.727146,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29,118587880,105,Released,The Purge: Election Year,6.1,1306
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10314,en,She's All That,8.9876,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""FilmColony"", ""id"": 1811}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-01-29,103166989,95,Released,She's All That,5.7,418
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",663,en,Saw IV,29.244768,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-25,139352633,93,Released,Saw IV,5.9,903
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",11804,en,White Noise,14.447723,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""The Movie Network (TMN)"", ""id"": 3388}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Province of British Columbia Film Incentive BC"", ""id"": 11567}, {""name"": ""Corus"", ""id"": 11573}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""White Noise UK Ltd."", ""id"": 55258}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-07,91196419,101,Released,White Noise,5.6,261
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",16781,en,Madea's Family Reunion,5.882208,"[{""name"": ""Lions Gate Films"", ""id"": 35}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-24,57231524,110,Released,Madea's Family Reunion,6,77
13800000,"[{""id"": 18, ""name"": ""Drama""}]",11873,en,The Color of Money,17.3393,"[{""name"": ""Silver Screen Partners"", ""id"": 514}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-10-07,52293982,119,Released,The Color of Money,6.7,291
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",9289,en,The Longest Day,19.524972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Darryl F. Zanuck Productions"", ""id"": 13630}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1962-09-25,50100000,178,Released,The Longest Day,7.2,234
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10414,en,The Mighty Ducks,8.932837,"[{""name"": ""Walt Disney"", ""id"": 5888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-10-01,50752337,101,Released,The Mighty Ducks,6.4,198
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1970,en,The Grudge,35.695442,"[{""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Senator International"", ""id"": 830}, {""name"": ""Colombia Pictures"", ""id"": 4154}, {""name"": ""Fellah Pictures"", ""id"": 4710}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-22,183474602,92,Released,The Grudge,5.8,865
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",9614,en,Happy Gilmore,26.598884,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Brillstein-Grey Entertainment"", ""id"": 1606}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-02-16,41205099,92,Released,Happy Gilmore,6.5,755
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",8922,en,Jeepers Creepers,23.316208,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}, {""name"": ""Cinerenta-Cinebeta"", ""id"": 21784}, {""name"": ""VCL Communications"", ""id"": 21785}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-01,59217789,90,Released,Jeepers Creepers,6.1,720
10000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1648,en,Bill & Ted's Excellent Adventure,25.929893,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-02-17,40485039,90,Released,Bill & Ted's Excellent Adventure,6.7,454
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",17917,en,Oliver!,8.305998,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Warwick Film Productions"", ""id"": 1807}, {""name"": ""Romulus Films"", ""id"": 3632}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1968-09-26,37402877,153,Released,Oliver!,7,103
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",74534,en,The Best Exotic Marigold Hotel,21.258991,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-28,136836156,124,Released,The Best Exotic Marigold Hotel,6.9,459
10000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",19405,en,Recess: School's Out,5.699058,"[{""name"": ""Walt Disney Television Animation"", ""id"": 3475}, {""name"": ""Disney Toon Studio"", ""id"": 4254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-27,44460850,83,Released,Recess: School's Out,6.6,67
12305523,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",9355,en,Mad Max Beyond Thunderdome,36.582038,"[{""name"": ""Kennedy Miller Productions"", ""id"": 2537}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",1985-06-29,36230219,107,Released,Mad Max Beyond Thunderdome,5.9,748
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",10999,en,Commando,34.224204,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-10-03,57500000,90,Released,Commando,6.4,742
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",321258,en,The Boy,38.179483,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Diamond Films"", ""id"": 2912}, {""name"": ""Showtime Networks"", ""id"": 18880}, {""name"": ""STX Entertainment"", ""id"": 47729}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2016-01-22,64188367,97,Released,The Boy,5.8,1102
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",44040,en,Devil,30.934688,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Night Chronicles"", ""id"": 6006}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-13,33583175,80,Released,Devil,5.8,816
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",10426,en,Friday After Next,7.499639,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-22,33526835,85,Released,Friday After Next,6,100
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",280092,en,Insidious: Chapter 3,45.946524,"[{""name"": ""Sony Pictures"", ""id"": 34}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-04,104303851,97,Released,Insidious: Chapter 3,6.2,983
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13938,en,The Last Dragon,4.928777,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Motown Productions"", ""id"": 2730}, {""name"": ""Delphi III Productions"", ""id"": 3088}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-03-22,25754284,108,Released,The Last Dragon,6.4,69
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",10163,en,The Lawnmower Man,10.125029,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Allied Vision"", ""id"": 5570}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-03-05,32101000,108,Released,The Lawnmower Man,5.4,197
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",12182,en,Nick and Norah's Infinite Playlist,20.452449,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-03,32973937,89,Released,Nick and Norah's Infinite Playlist,6.4,379
10000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",1832,en,Dogma,14.543435,"[{""name"": ""Lions Gate"", ""id"": 6644}, {""name"": ""View Askew Productions"", ""id"": 16934}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-11-12,30652890,130,Released,Dogma,6.8,823
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9034,en,The Banger Sisters,6.015354,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-20,0,98,Released,The Banger Sisters,5.5,62
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",15301,en,Twilight Zone: The Movie,12.902975,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-06-24,29450919,101,Released,Twilight Zone: The Movie,6.2,161
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",10135,en,Road House,6.216203,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Star Partners II Ltd."", ""id"": 206}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-05-19,30050028,114,Released,Road House,6.3,252
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",26352,en,A Low Down Dirty Shame,3.290639,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-11-23,29392418,100,Released,A Low Down Dirty Shame,6,31
8500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",20616,en,Swimfan,4.844451,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Furthur Films"", ""id"": 33433}, {""name"": ""Forrest Films"", ""id"": 89630}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-06,34411240,84,Released,Swimfan,5,70
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9794,en,Employee of the Month,9.559737,"[{""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-06,38368909,103,Released,Employee of the Month,5.3,153
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",15037,en,Can't Hardly Wait,11.350382,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-12,25605015,100,Released,Can't Hardly Wait,6.1,122
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",227,en,The Outsiders,13.455373,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-03-25,33697647,91,Released,The Outsiders,6.9,291
65000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",294272,en,Pete's Dragon,31.974359,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-10,143695338,102,Released,Pete's Dragon,6.2,679
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",11336,en,The Dead Zone,16.78512,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-10-21,20766616,103,Released,The Dead Zone,6.9,311
10000000,"[{""id"": 27, ""name"": ""Horror""}]",283445,en,Sinister 2,26.090495,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Tank Caterpillar"", ""id"": 69110}, {""name"": ""Steady Aim"", ""id"": 69111}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-19,52882018,97,Released,Sinister 2,5.4,581
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",88036,en,Sparkle,2.698185,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Akil Production Company"", ""id"": 11466}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-17,24637469,116,Released,Sparkle,5.8,36
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10984,en,Valentine,5.904126,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-01,0,96,Released,Valentine,5,114
10000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",22824,en,The Fourth Kind,22.888173,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Saga Film"", ""id"": 859}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Chambara Pictures"", ""id"": 12234}, {""name"": ""Dead Crow Productions"", ""id"": 26082}, {""name"": ""Fourth Kind Productions"", ""id"": 63903}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-06,42333295,98,Released,The Fourth Kind,5.8,441
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",9526,en,A Prairie Home Companion,5.025446,"[{""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""Picturehouse Entertainment"", ""id"": 11486}, {""name"": ""Sandcastle 5 Productions"", ""id"": 11487}, {""name"": ""Prairie Home Productions"", ""id"": 11488}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-09,0,105,Released,A Prairie Home Companion,6.4,81
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",39349,en,Sugar Hill,2.580808,"[{""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""South Street Films"", ""id"": 22051}, {""name"": ""Ghiznoz Productions"", ""id"": 89437}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-02-25,0,123,Released,Sugar Hill,5.2,13
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",15983,en,Invasion U.S.A.,4.192064,"[{""name"": ""Cannon Films"", ""id"": 4110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-09-27,0,107,Released,Invasion U.S.A.,5.3,49
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",14544,en,Roll Bounce,2.596338,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-23,0,112,Released,Roll Bounce,6.1,27
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11545,en,Rushmore,18.289303,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-17,17096053,93,Released,Rushmore,7.5,676
10000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",42684,en,Skyline,26.268209,"[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Hydraulx"", ""id"": 10936}, {""name"": ""Rat Entertainment"", ""id"": 12007}, {""name"": ""Transmission Pictures"", ""id"": 12158}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-11,66821036,100,Released,Skyline,4.7,507
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",268238,en,The Second Best Exotic Marigold Hotel,17.592299,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Blueprint Pictures"", ""id"": 30037}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-26,85978266,122,Released,The Second Best Exotic Marigold Hotel,6.3,272
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",8359,en,Kit Kittredge: An American Girl,6.27141,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Goldsmith-Thomas Productions"", ""id"": 2454}, {""name"": ""Red Om Films"", ""id"": 2455}, {""name"": ""HBO Films"", ""id"": 7429}, {""name"": ""Picturehouse"", ""id"": 52005}, {""name"": ""Front Street Films"", ""id"": 52006}, {""name"": ""American Girl Brands"", ""id"": 52007}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-02,0,101,Released,Kit Kittredge: An American Girl,6.4,34
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",15648,en,The Perfect Man,11.158906,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-17,0,100,Released,The Perfect Man,5.5,203
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",41823,en,Mo' Better Blues,3.079862,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-08-03,16153593,129,Released,Mo' Better Blues,6.3,47
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",11891,en,Kung Pow: Enter the Fist,8.288813,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""O Entertainment"", ""id"": 5682}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-25,0,81,Released,Kung Pow: Enter the Fist,6.1,159
11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",9362,en,Tremors,32.579697,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""No Frills Film Production"", ""id"": 3851}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-01-19,48572000,96,Released,Tremors,6.6,864
