,title,genres,production_companies,vote_average,revenue,release_year,release_month,cast_number,first_cast_gender,second_cast_gender,duration,cast_total_facebook_likes,content_rating,budget,imdb_score,movie_facebook_likes,Action_index,Adventure_index,Fantasy_index,Sci-Fi_index,Thriller_index,Romance_index,Animation_index,Comedy_index,Family_index,Musical_index,Mystery_index,Western_index,Drama_index,History_index,Sport_index,Crime_index,Horror_index,War_index,Biography_index,Music_index,Documentary_index,Film-Noir_index,War_ohe,Biography_ohe,Thriller_ohe,Sci-Fi_ohe,Sport_ohe,Crime_ohe,Documentary_ohe,Musical_ohe,Comedy_ohe,Animation_ohe,Horror_ohe,Action_ohe,Western_ohe,Fantasy_ohe,Adventure_ohe,History_ohe,Mystery_ohe,Drama_ohe,Music_ohe,Film-Noir_ohe,Romance_ohe,Family_ohe
2599,Act of Valor,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",Relativity Media|Bandito Brothers,6.3,81272766,2012,2,44,1,2,110,146,R,12000000,6.5,15000,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2600,Step Up,"['Crime', 'Drama', 'Music', 'Romance']",Summit Entertainment|Offspring Entertainment|Touchstone Pictures|Eketahuna LLC,6.7,114194847,2006,8,30,2,1,104,21380,PG-13,12000000,6.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2601,Beavis and Butt-Head Do America,"['Adventure', 'Animation', 'Comedy', 'Crime']",Paramount Pictures|Geffen Pictures|MTV Films,6.5,0,1996,12,44,2,2,81,17035,PG-13,12000000,6.8,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2602,Jackie Brown,"['Crime', 'Thriller']",Miramax Films,7.3,39673162,1997,12,9,1,2,154,25522,R,12000000,7.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2603,Harold & Kumar Escape from Guantanamo Bay,"['Adventure', 'Comedy']",New Line Cinema,6.2,43493123,2008,4,7,2,2,102,4065,R,12000000,6.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2604,Chronicle,"['Drama', 'Sci-Fi', 'Thriller']",Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Adam Schroeder Productions,6.6,145000000,2012,2,71,2,2,89,2054,PG-13,12000000,7.1,32000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2605,Project X,"['Comedy', 'Crime']",Silver Pictures|Green Hat Films,6.5,100000000,2012,3,17,2,2,93,2043,R,12000000,6.7,29000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2606,Patton,"['Biography', 'Drama', 'War']",Twentieth Century Fox Film Corporation,7.3,89800000,1970,1,51,2,2,172,1306,GP,12000000,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2607,One Hour Photo,"['Drama', 'Thriller']",Fox Searchlight Pictures|Catch 23 Entertainment,6.6,52223306,2002,8,39,2,1,96,52138,R,12000000,6.8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2608,Quarantine,"['Horror', 'Sci-Fi', 'Thriller']",Vertigo Entertainment|Screen Gems|Andale Pictures,5.5,40855419,2008,10,11,1,2,89,140268,R,12000000,6.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2609,The Eye,"['Horror', 'Mystery']",Paramount Vantage|VN Productions,5.5,56309766,2008,2,21,1,2,92,18765,PG-13,12000000,5.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2610,Johnson Family Vacation,['Comedy'],Fox Searchlight Pictures|Bird and a Bear Entertainment|Hallway Pictures|Catch Productions,4.7,31179516,2004,4,6,2,1,97,5006,PG-13,12000000,4.3,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2611,How High,"['Comedy', 'Fantasy']",Universal Pictures|Jersey Films|Native Pictures Productions,6.3,31155435,2001,12,70,2,2,93,6105,R,12000000,6.2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2612,Frida,"['Biography', 'Drama', 'Romance']",Miramax Films|Lions Gate Films|Ventanarosa Productions|Handprint Entertainment,7.3,56298474,2002,8,27,1,2,123,7072,R,12000000,7.4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2613,The Fault in Our Stars,"['Drama', 'Romance']",Fox 2000 Pictures|Temple Hill Entertainment|TSG Entertainment,7.6,307166834,2014,5,65,1,2,133,10565,PG-13,12000000,7.8,93000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2614,Rounders,"['Crime', 'Drama']",Miramax Films|Spanky Pictures,6.9,22921898,1998,9,14,2,2,121,14890,R,12000000,7.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2615,Top Five,"['Comedy', 'Romance']",Paramount Pictures|IAC Film|Jax Media,6.3,25434291,2014,12,18,2,1,102,5592,R,12000000,6.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2616,Prophecy,"['Horror', 'Sci-Fi']",Paramount Pictures,5.4,54000000,1979,1,5,1,2,102,729,PG,12000000,5.4,902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2617,Stir of Echoes,"['Horror', 'Mystery', 'Thriller']",Artisan Entertainment,6.5,21133087,1999,9,8,2,1,99,1254,R,12000000,7.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2618,Philomena,"['Biography', 'Drama']",BBC Films|The Weinstein Company|Baby Cow Productions|Pathé|Yucaipa Films|Magnolia Mae Films,7.4,100129872,2013,11,21,1,2,98,2376,PG-13,12000000,7.6,37000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2619,The Upside of Anger,"['Comedy', 'Drama']",New Line Cinema,6.4,0,2005,1,14,1,2,118,2944,R,9000000,6.9,549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2620,The Boys from Brazil,"['Drama', 'Thriller']",Producers Circle|Incorporated Television Company,6.6,0,1978,10,18,2,2,125,4659,R,12000000,7.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2621,Paper Towns,"['Drama', 'Mystery', 'Romance']",Fox 2000 Pictures,6.1,85512300,2015,6,13,2,1,109,2753,PG-13,12000000,6.4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2622,Nebraska,"['Adventure', 'Comedy', 'Drama']",Paramount Vantage|Bona Fide Productions,7.4,17654912,2013,9,69,1,2,115,3798,R,12000000,7.8,28000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2623,Tales from the Crypt: Demon Knight,"['Action', 'Fantasy', 'Horror', 'Thriller']",Universal Pictures|Tales From The Crypt Holdings,6.7,0,1995,1,21,2,2,92,3931,R,13000000,6.7,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2624,Max Keeble's Big Move,"['Comedy', 'Crime', 'Family']",Walt Disney Pictures|Karz Entertainment,5.4,17292381,2001,10,4,2,1,91,4551,PG,12000000,5.3,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])"
2625,Young Adult,"['Comedy', 'Drama']",Paramount Pictures|Denver and Delilah Productions|Indian Paintbrush,5.6,22939027,2011,12,41,1,2,94,10575,R,12000000,6.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2626,Crank,"['Action', 'Crime', 'Thriller']",Lions Gate Films|Lakeshore Entertainment|GreeneStreet Films|Radical Media,6.6,42931041,2006,8,73,2,1,93,28767,R,12000000,7.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
2627,Living Out Loud,"['Comedy', 'Drama', 'Romance']",New Line Cinema|Jersey Films,5.3,12902790,1998,10,11,1,2,100,3250,R,12000000,6.6,242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2628,The Postman Always Rings Twice,"['Crime', 'Drama', 'Romance', 'Thriller']",Lorimar Film Entertainment|CIP Filmproduktion GmbH|Northstar International,6.4,0,1981,3,9,2,1,122,1456,R,12000000,6.6,1000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
2629,Das Boot,"['Adventure', 'Drama', 'Thriller', 'War']",Radiant Film GmbH|Süddeutscher Rundfunk|Bavaria Film|Westdeutscher Rundfunk (WDR)|Twin Bros. Productions,7.9,85000000,1981,9,39,2,2,293,469,R,14000000,8.4,11000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
